class_name,source_image_name,output_image_name,source_image_path,source_label_path,output_image_path,output_label_path,diversity_score,selected_rank,feature_backbone,selection_method
D00,D00_D00_longitudinal_crack_China_MotorBike_000674_prompt06_seed2454240878225191730_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000674_prompt06_seed2454240878225191730_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt06_seed2454240878225191730_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt06_seed2454240878225191730_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt06_seed2454240878225191730_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt06_seed2454240878225191730_00001_.txt,0.4759935140609741,11,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt04_seed5487428578182555857_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt04_seed5487428578182555857_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt04_seed5487428578182555857_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt04_seed5487428578182555857_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt04_seed5487428578182555857_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt04_seed5487428578182555857_00001_.txt,0.4701431393623352,12,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt01_seed8412222680111336273_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt01_seed8412222680111336273_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt01_seed8412222680111336273_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt01_seed8412222680111336273_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt01_seed8412222680111336273_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt01_seed8412222680111336273_00001_.txt,0.4640522599220276,13,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.txt,0.46055150032043457,14,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt13_seed8038004239359629902_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt13_seed8038004239359629902_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt13_seed8038004239359629902_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt13_seed8038004239359629902_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt13_seed8038004239359629902_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt13_seed8038004239359629902_00001_.txt,0.4335784912109375,15,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.txt,0.4324803352355957,16,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt07_seed5516532634328762945_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt07_seed5516532634328762945_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt07_seed5516532634328762945_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt07_seed5516532634328762945_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt07_seed5516532634328762945_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt07_seed5516532634328762945_00001_.txt,0.4311922788619995,17,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.txt,0.4298815429210663,18,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt12_seed4773576835655325299_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt12_seed4773576835655325299_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt12_seed4773576835655325299_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt12_seed4773576835655325299_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt12_seed4773576835655325299_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt12_seed4773576835655325299_00001_.txt,0.4291438162326813,19,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt12_seed85953287620584527_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt12_seed85953287620584527_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt12_seed85953287620584527_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt12_seed85953287620584527_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt12_seed85953287620584527_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt12_seed85953287620584527_00001_.txt,0.4265812337398529,20,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.txt,0.4165072739124298,21,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt12_seed3219943052538200078_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt12_seed3219943052538200078_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt12_seed3219943052538200078_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt12_seed3219943052538200078_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt12_seed3219943052538200078_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt12_seed3219943052538200078_00001_.txt,0.40758490562438965,22,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt12_seed1353006241418801976_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt12_seed1353006241418801976_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt12_seed1353006241418801976_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt12_seed1353006241418801976_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt12_seed1353006241418801976_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt12_seed1353006241418801976_00001_.txt,0.4071928560733795,23,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt09_seed3999619137393724771_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt09_seed3999619137393724771_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt09_seed3999619137393724771_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt09_seed3999619137393724771_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt09_seed3999619137393724771_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt09_seed3999619137393724771_00001_.txt,0.405531108379364,24,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt05_seed7381407001952809149_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt05_seed7381407001952809149_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt05_seed7381407001952809149_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt05_seed7381407001952809149_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt05_seed7381407001952809149_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt05_seed7381407001952809149_00001_.txt,0.40348386764526367,25,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001743_prompt09_seed7993274824854504157_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001743_prompt09_seed7993274824854504157_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt09_seed7993274824854504157_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt09_seed7993274824854504157_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt09_seed7993274824854504157_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt09_seed7993274824854504157_00001_.txt,0.4008508026599884,26,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.txt,0.39698827266693115,27,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.txt,0.3968171179294586,28,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt07_seed8789999482642453014_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt07_seed8789999482642453014_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt07_seed8789999482642453014_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt07_seed8789999482642453014_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt07_seed8789999482642453014_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt07_seed8789999482642453014_00001_.txt,0.39517292380332947,29,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.txt,0.3950747549533844,30,lpips_alex,Greedy Farthest Point Sampling
