image_name,image_path,target_class,target_class_id,best_pred_class,best_pred_class_id,best_conf,matched_box_count,structure_score,structure_pass,reason,label_path
pothole_1013.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1013.jpg,D40_pothole,3,D20_alligator_crack,2,0.168335,0,0.0,False,class_mismatch,
pothole_1014.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1014.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1015.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1015.jpg,D40_pothole,3,D20_alligator_crack,2,0.89502,0,0.0,False,class_mismatch,
pothole_1016.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1016.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1017.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1017.jpg,D40_pothole,3,D20_alligator_crack,2,0.683594,0,0.0,False,class_mismatch,
pothole_1018.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1018.jpg,D40_pothole,3,D20_alligator_crack,2,0.098938,0,0.0,False,class_mismatch,
pothole_102.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_102.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1020.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1020.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1021.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1021.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1022.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1022.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.38501,0,0.189575,False,low_conf,
pothole_1023.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1023.jpg,D40_pothole,3,D20_alligator_crack,2,0.759277,0,0.084167,False,low_conf,
pothole_1024.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1024.jpg,D40_pothole,3,D20_alligator_crack,2,0.135864,0,0.106323,False,low_conf,
pothole_1026.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1026.jpg,D40_pothole,3,D20_alligator_crack,2,0.473633,0,0.0,False,class_mismatch,
pothole_1027.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1027.jpg,D40_pothole,3,D20_alligator_crack,2,0.499023,0,0.0,False,class_mismatch,
pothole_1028.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1028.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1029.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1029.jpg,D40_pothole,3,D20_alligator_crack,2,0.398926,0,0.0,False,class_mismatch,
pothole_103.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_103.jpg,D40_pothole,3,D20_alligator_crack,2,0.199341,0,0.0,False,class_mismatch,
pothole_1030.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1030.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.130737,0,0.0,False,class_mismatch,
pothole_1031.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1031.jpg,D40_pothole,3,D20_alligator_crack,2,0.517578,0,0.0,False,class_mismatch,
pothole_1032.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1032.jpg,D40_pothole,3,D20_alligator_crack,2,0.375732,0,0.0,False,class_mismatch,
pothole_1034.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1034.jpg,D40_pothole,3,D20_alligator_crack,2,0.864746,0,0.089783,False,low_conf,
pothole_1035.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1035.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1036.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1036.jpg,D40_pothole,3,D20_alligator_crack,2,0.834473,0,0.0,False,class_mismatch,
pothole_1038.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1038.jpg,D40_pothole,3,D20_alligator_crack,2,0.065857,0,0.0,False,class_mismatch,
pothole_1039.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1039.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_104.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_104.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1040.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1040.jpg,D40_pothole,3,D20_alligator_crack,2,0.775391,0,0.0,False,class_mismatch,
pothole_1041.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1041.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1042.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1042.jpg,D40_pothole,3,D10_transverse_crack,1,0.081238,0,0.0,False,class_mismatch,
pothole_1043.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1043.jpg,D40_pothole,3,D20_alligator_crack,2,0.618652,0,0.0,False,class_mismatch,
pothole_1045.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1045.jpg,D40_pothole,3,D20_alligator_crack,2,0.205566,0,0.0,False,class_mismatch,
pothole_1046.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1046.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1048.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1048.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.07489,0,0.0,False,class_mismatch,
pothole_1049.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1049.jpg,D40_pothole,3,D20_alligator_crack,2,0.481445,0,0.0,False,class_mismatch,
pothole_105.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_105.jpg,D40_pothole,3,D20_alligator_crack,2,0.162354,0,0.056854,False,low_conf,
pothole_1050.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1050.jpg,D40_pothole,3,D20_alligator_crack,2,0.325928,0,0.0,False,class_mismatch,
pothole_1051.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1051.jpg,D40_pothole,3,D20_alligator_crack,2,0.858887,0,0.0,False,class_mismatch,
pothole_1052.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1052.jpg,D40_pothole,3,D20_alligator_crack,2,0.133911,0,0.101257,False,low_conf,
pothole_1054.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1054.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1055.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1055.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1058.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1058.jpg,D40_pothole,3,D20_alligator_crack,2,0.459961,0,0.0,False,class_mismatch,
pothole_1059.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1059.jpg,D40_pothole,3,D20_alligator_crack,2,0.136841,0,0.0,False,class_mismatch,
pothole_106.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_106.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1060.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1060.jpg,D40_pothole,3,D20_alligator_crack,2,0.617676,0,0.0,False,class_mismatch,
pothole_1061.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1061.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1062.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1062.jpg,D40_pothole,3,D20_alligator_crack,2,0.681641,0,0.0,False,class_mismatch,
pothole_1063.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1063.jpg,D40_pothole,3,D20_alligator_crack,2,0.559082,1,0.240112,True,pass,/root/autodl-tmp/road_damage_exp/screening/d40_images_D40_gsp_structure/labels/pothole_1063.txt
pothole_1064.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1064.jpg,D40_pothole,3,D20_alligator_crack,2,0.061523,0,0.0,False,class_mismatch,
pothole_1065.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1065.jpg,D40_pothole,3,D20_alligator_crack,2,0.643555,0,0.0,False,class_mismatch,
pothole_1066.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1066.jpg,D40_pothole,3,D20_alligator_crack,2,0.748535,0,0.0,False,class_mismatch,
pothole_1067.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1067.jpg,D40_pothole,3,D20_alligator_crack,2,0.134766,0,0.0,False,class_mismatch,
pothole_1068.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1068.jpg,D40_pothole,3,D20_alligator_crack,2,0.852539,0,0.0,False,class_mismatch,
pothole_1069.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1069.jpg,D40_pothole,3,D20_alligator_crack,2,0.270508,0,0.0,False,class_mismatch,
pothole_107.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_107.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1070.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1070.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1071.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1071.jpg,D40_pothole,3,D20_alligator_crack,2,0.714844,0,0.0,False,class_mismatch,
pothole_1072.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1072.jpg,D40_pothole,3,D20_alligator_crack,2,0.894043,0,0.0,False,class_mismatch,
pothole_1073.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1073.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.053314,0,0.0,False,class_mismatch,
pothole_1074.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1074.jpg,D40_pothole,3,D40_pothole,3,0.13208,0,0.13208,False,low_conf,
pothole_1075.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1075.jpg,D40_pothole,3,D40_pothole,3,0.053192,0,0.053192,False,low_conf,
pothole_1076.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1076.jpg,D40_pothole,3,D20_alligator_crack,2,0.309082,0,0.0,False,class_mismatch,
pothole_1077.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1077.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1079.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1079.jpg,D40_pothole,3,D40_pothole,3,0.182983,0,0.182983,False,low_conf,
pothole_108.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_108.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1080.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1080.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1081.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1081.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.381104,0,0.0,False,class_mismatch,
pothole_1083.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1083.jpg,D40_pothole,3,D20_alligator_crack,2,0.790527,0,0.0,False,class_mismatch,
pothole_1084.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1084.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1086.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1086.jpg,D40_pothole,3,D20_alligator_crack,2,0.488281,0,0.0,False,class_mismatch,
pothole_1087.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1087.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1088.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1088.jpg,D40_pothole,3,D10_transverse_crack,1,0.269775,0,0.0,False,class_mismatch,
pothole_1089.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1089.jpg,D40_pothole,3,D20_alligator_crack,2,0.05542,0,0.0,False,class_mismatch,
pothole_109.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_109.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1092.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1092.jpg,D40_pothole,3,D20_alligator_crack,2,0.174438,0,0.0,False,class_mismatch,
pothole_1093.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1093.jpg,D40_pothole,3,D20_alligator_crack,2,0.06842,0,0.0,False,class_mismatch,
pothole_1094.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1094.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1095.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1095.jpg,D40_pothole,3,D20_alligator_crack,2,0.851074,1,0.588867,True,pass,/root/autodl-tmp/road_damage_exp/screening/d40_images_D40_gsp_structure/labels/pothole_1095.txt
pothole_1096.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1096.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1097.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1097.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.584961,0,0.062317,False,low_conf,
pothole_1099.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1099.jpg,D40_pothole,3,D20_alligator_crack,2,0.06311,0,0.0,False,class_mismatch,
pothole_11.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_11.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_110.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_110.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1101.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1101.jpg,D40_pothole,3,D20_alligator_crack,2,0.686035,0,0.0,False,class_mismatch,
pothole_1107.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1107.jpg,D40_pothole,3,D40_pothole,3,0.472656,1,0.472656,True,pass,/root/autodl-tmp/road_damage_exp/screening/d40_images_D40_gsp_structure/labels/pothole_1107.txt
pothole_1108.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1108.jpg,D40_pothole,3,D20_alligator_crack,2,0.115784,0,0.0,False,class_mismatch,
pothole_1109.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1109.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1110.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1110.jpg,D40_pothole,3,D40_pothole,3,0.492188,3,0.492188,True,pass,/root/autodl-tmp/road_damage_exp/screening/d40_images_D40_gsp_structure/labels/pothole_1110.txt
pothole_1111.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1111.jpg,D40_pothole,3,D40_pothole,3,0.356689,1,0.356689,True,pass,/root/autodl-tmp/road_damage_exp/screening/d40_images_D40_gsp_structure/labels/pothole_1111.txt
pothole_1112.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1112.jpg,D40_pothole,3,D20_alligator_crack,2,0.84375,0,0.0,False,class_mismatch,
pothole_1113.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1113.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1114.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1114.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1117.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1117.jpg,D40_pothole,3,D20_alligator_crack,2,0.840332,0,0.0,False,class_mismatch,
pothole_1118.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1118.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1119.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1119.jpg,D40_pothole,3,D20_alligator_crack,2,0.122131,0,0.0,False,class_mismatch,
pothole_1120.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1120.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1121.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1121.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1123.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1123.jpg,D40_pothole,3,D20_alligator_crack,2,0.848145,0,0.0,False,class_mismatch,
pothole_1124.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1124.jpg,D40_pothole,3,D20_alligator_crack,2,0.342529,0,0.0,False,class_mismatch,
pothole_1127.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1127.jpg,D40_pothole,3,D20_alligator_crack,2,0.876953,0,0.0,False,class_mismatch,
pothole_1128.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1128.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1130.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1130.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1131.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1131.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1132.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1132.jpg,D40_pothole,3,D20_alligator_crack,2,0.35498,0,0.0,False,class_mismatch,
pothole_1133.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1133.jpg,D40_pothole,3,D20_alligator_crack,2,0.49707,0,0.0,False,class_mismatch,
pothole_1134.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1134.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.467773,0,0.0,False,class_mismatch,
pothole_1135.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1135.jpg,D40_pothole,3,D10_transverse_crack,1,0.312256,0,0.0,False,class_mismatch,
pothole_1136.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1136.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1138.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1138.jpg,D40_pothole,3,D20_alligator_crack,2,0.697754,0,0.0,False,class_mismatch,
pothole_1139.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1139.jpg,D40_pothole,3,D20_alligator_crack,2,0.611328,0,0.0,False,class_mismatch,
pothole_114.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_114.jpg,D40_pothole,3,D20_alligator_crack,2,0.681641,0,0.0,False,class_mismatch,
pothole_1140.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1140.jpg,D40_pothole,3,D10_transverse_crack,1,0.177856,0,0.0,False,class_mismatch,
pothole_1141.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1141.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1142.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1142.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1144.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1144.jpg,D40_pothole,3,D20_alligator_crack,2,0.181274,0,0.0,False,class_mismatch,
pothole_1146.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1146.jpg,D40_pothole,3,D20_alligator_crack,2,0.578613,0,0.0,False,class_mismatch,
pothole_1147.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1147.jpg,D40_pothole,3,D20_alligator_crack,2,0.682617,0,0.0,False,class_mismatch,
pothole_1148.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1148.jpg,D40_pothole,3,D00_longitudinal_crack,0,0.667969,0,0.0,False,class_mismatch,
pothole_1149.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1149.jpg,D40_pothole,3,D20_alligator_crack,2,0.317383,0,0.105957,False,low_conf,
pothole_115.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_115.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1150.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1150.jpg,D40_pothole,3,D20_alligator_crack,2,0.052124,0,0.0,False,class_mismatch,
pothole_1151.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1151.jpg,D40_pothole,3,D20_alligator_crack,2,0.14856,0,0.0,False,class_mismatch,
pothole_1152.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1152.jpg,D40_pothole,3,D40_pothole,3,0.11554,0,0.11554,False,low_conf,
pothole_1153.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1153.jpg,D40_pothole,3,D20_alligator_crack,2,0.272705,0,0.0,False,class_mismatch,
pothole_1154.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1154.jpg,D40_pothole,3,D20_alligator_crack,2,0.501953,0,0.0,False,class_mismatch,
pothole_1155.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1155.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1157.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1157.jpg,D40_pothole,3,D20_alligator_crack,2,0.757812,0,0.0,False,class_mismatch,
pothole_1158.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1158.jpg,D40_pothole,3,D20_alligator_crack,2,0.11499,0,0.0,False,class_mismatch,
pothole_116.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_116.jpg,D40_pothole,3,D20_alligator_crack,2,0.362061,0,0.100891,False,low_conf,
pothole_1160.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1160.jpg,D40_pothole,3,D20_alligator_crack,2,0.11084,0,0.0,False,class_mismatch,
pothole_1161.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1161.jpg,D40_pothole,3,,,0.0,0,0.0,False,no_detection,
pothole_1162.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1162.jpg,D40_pothole,3,D20_alligator_crack,2,0.675781,0,0.0,False,class_mismatch,
pothole_1163.jpg,/root/autodl-tmp/road_damage_exp/generated_candidates/images_D40_gsp/pothole_1163.jpg,D40_pothole,3,D20_alligator_crack,2,0.370117,0,0.0,False,class_mismatch,
